ClientName,Latitude,Longitude,ClusterNumber,centroids,UniqueClusterID
Joseph Woodward,11.082854,76.9855159,5,[11.06430224 77.0049296 ],C_5
Kenneth Leonard,10.9988766,76.9921531,2,[11.00793952 77.00711148],C_2
Anthony Blanchard DDS,10.9925782,76.9913436,2,[11.00793952 77.00711148],C_2
Kimberly Lopez,11.0271226,76.9623864,4,[11.03458701 76.96008318],C_4
Sandra Peters,10.9015435,76.9406101,0,[10.90632173 76.96935831],C_0
Natalie Ford,10.9477117,76.9714967,6,[10.95437625 76.97053033],C_6
Alan Knapp,11.0314985,76.9737801,4,[11.03458701 76.96008318],C_4
Valerie Berg,11.0264232,76.9555984,4,[11.03458701 76.96008318],C_4
James Mccoy,11.0078958,77.0151966,2,[11.00793952 77.00711148],C_2
Robert Gonzalez,11.0057475,77.06793,7,[11.0320363  77.05078642],C_7
Tracy Owens,11.0401341,76.9374786,4,[11.03458701 76.96008318],C_4
Tiffany Garner,10.9752708,76.9954252,6,[10.95437625 76.97053033],C_6
Bobby Williams,11.0048837,77.0349902,2,[11.00793952 77.00711148],C_2
Audrey Hernandez,11.0160939,77.0184929,2,[11.00793952 77.00711148],C_2
Robert Smith,11.0232078,76.8922681,3,[11.02518256 76.91014288],C_3
Justin Taylor,10.9031283,76.9950517,0,[10.90632173 76.96935831],C_0
Michael White,10.9475739,76.9403597,6,[10.95437625 76.97053033],C_6
Eduardo Rivera,10.9484265,76.9773679,6,[10.95437625 76.97053033],C_6
Timothy Hamilton,11.043336,77.0140895,5,[11.06430224 77.0049296 ],C_5
Shawna Jenkins,11.0507452,77.010218,5,[11.06430224 77.0049296 ],C_5
Kathleen Wheeler,10.9887722,76.9688778,1,[10.99032947 76.94906085],C_1
Lawrence Garner,11.1140633,76.9922426,5,[11.06430224 77.0049296 ],C_5
Matthew Hunter,11.0573461,76.9357485,4,[11.03458701 76.96008318],C_4
Brittany Williamson,11.0275933,76.9693088,4,[11.03458701 76.96008318],C_4
Jean Perez,10.9900596,76.9413387,1,[10.99032947 76.94906085],C_1
Katie Phillips,11.0423187,76.9838256,4,[11.03458701 76.96008318],C_4
Shelly Shaw,11.0001265,77.0359331,2,[11.00793952 77.00711148],C_2
Sarah Burns,10.9581724,76.9137071,1,[10.99032947 76.94906085],C_1
Andrew Robertson,11.0197286,77.0006618,2,[11.00793952 77.00711148],C_2
Daniel Gill,11.017843,76.9245591,3,[11.02518256 76.91014288],C_3
Jared Liu,11.0424095,77.0039505,5,[11.06430224 77.0049296 ],C_5
Sara Landry,11.0294774,76.9064527,3,[11.02518256 76.91014288],C_3
Scott Hale,11.0295792,76.8937059,3,[11.02518256 76.91014288],C_3
Jose Ramirez,11.0401043,76.9372298,4,[11.03458701 76.96008318],C_4
Valerie Terrell,10.9892295,76.9477106,1,[10.99032947 76.94906085],C_1
Angel Cox,11.0596206,76.9402329,4,[11.03458701 76.96008318],C_4
Brian Hood,11.0353455,76.9825406,4,[11.03458701 76.96008318],C_4
Shelby Williams,11.0150546,76.9806922,2,[11.00793952 77.00711148],C_2
Brandon Humphrey,11.0122212,76.9236034,3,[11.02518256 76.91014288],C_3
Derrick Smith,10.9529402,76.9537318,6,[10.95437625 76.97053033],C_6
Dawn Cole,10.9586221,76.9300985,1,[10.99032947 76.94906085],C_1
Yvonne Howell,11.0118193,77.0024475,2,[11.00793952 77.00711148],C_2
Tom Powers,10.9474878,76.9723649,6,[10.95437625 76.97053033],C_6
Jordan Middleton,11.0445536,77.0050839,5,[11.06430224 77.0049296 ],C_5
Christopher Pineda,11.0299221,76.8911841,3,[11.02518256 76.91014288],C_3
Sharon Morris,10.9906932,76.9490565,1,[10.99032947 76.94906085],C_1
Amber Parker,10.9718456,76.9684759,6,[10.95437625 76.97053033],C_6
Daniel Jackson,11.0126313,76.9235518,3,[11.02518256 76.91014288],C_3
Carl Garrison,11.0459874,76.9364946,4,[11.03458701 76.96008318],C_4
Troy Crawford,11.0277659,76.9601743,4,[11.03458701 76.96008318],C_4
Jennifer Christensen,11.0034908,77.0480265,7,[11.0320363  77.05078642],C_7
Jeremy Shaffer MD,10.9696122,76.9731391,6,[10.95437625 76.97053033],C_6
Kristi Ramirez,10.9461189,76.9737044,6,[10.95437625 76.97053033],C_6
Lori Robinson,10.9945268,76.9879332,2,[11.00793952 77.00711148],C_2
Jesse Martinez,10.9834207,76.9638715,1,[10.99032947 76.94906085],C_1
Seth Payne,10.9879338,76.9379115,1,[10.99032947 76.94906085],C_1
Marcus Brown,11.0039737,77.0446147,7,[11.0320363  77.05078642],C_7
Kenneth Hernandez,11.0196661,76.9785518,4,[11.03458701 76.96008318],C_4
Justin Simon,11.0187414,76.9856032,2,[11.00793952 77.00711148],C_2
Christopher Thomas,10.9047648,76.9600422,0,[10.90632173 76.96935831],C_0
Maureen Bass,10.9619313,76.9018549,1,[10.99032947 76.94906085],C_1
Lori Taylor,11.0223283,77.0073273,2,[11.00793952 77.00711148],C_2
Cindy Knox,11.0278356,76.967785,4,[11.03458701 76.96008318],C_4
Darren Brown,11.0791546,77.0389622,5,[11.06430224 77.0049296 ],C_5
Chad Bradley,10.9663038,76.9499209,6,[10.95437625 76.97053033],C_6
Steven Bernard,10.9467808,76.9728102,6,[10.95437625 76.97053033],C_6
Mary Lane,11.0628671,77.0116641,5,[11.06430224 77.0049296 ],C_5
John Gross,10.9774711,77.0348063,2,[11.00793952 77.00711148],C_2
Melissa Wolfe,11.0232949,76.914502,3,[11.02518256 76.91014288],C_3
Donna Roman,11.0197496,76.9876538,2,[11.00793952 77.00711148],C_2
Anita Shields,11.0158312,77.0378675,7,[11.0320363  77.05078642],C_7
Mary Crosby,11.0323061,76.8877522,3,[11.02518256 76.91014288],C_3
Kevin Hardy,11.0164067,76.9243633,3,[11.02518256 76.91014288],C_3
Calvin Thomas,11.05722,77.041519,7,[11.0320363  77.05078642],C_7
Amanda Cox,10.9541351,76.9739911,6,[10.95437625 76.97053033],C_6
John Haynes,10.94688,76.9723883,6,[10.95437625 76.97053033],C_6
Yvette Mitchell,11.039633,76.9549693,4,[11.03458701 76.96008318],C_4
Sheila Ortiz,11.1090139,77.0249321,5,[11.06430224 77.0049296 ],C_5
Joseph Boone,11.0244997,76.9648382,4,[11.03458701 76.96008318],C_4
Ebony Walsh,11.027344,76.9601095,4,[11.03458701 76.96008318],C_4
Carolyn Rios,10.9908899,76.9567935,1,[10.99032947 76.94906085],C_1
Christopher Cowan,10.9066813,76.9957588,0,[10.90632173 76.96935831],C_0
Mr. Wesley Lawrence,11.0403319,76.9817676,4,[11.03458701 76.96008318],C_4
Kelly Riley,10.9529544,76.9534401,6,[10.95437625 76.97053033],C_6
Laura Cunningham,10.9958781,76.953553,1,[10.99032947 76.94906085],C_1
Alexander Lee,10.9959168,77.0271535,2,[11.00793952 77.00711148],C_2
Kimberly Larson,11.0625268,77.048698,7,[11.0320363  77.05078642],C_7
Shannon Martinez,11.031272,76.9307215,3,[11.02518256 76.91014288],C_3
Kim White,11.054629,77.0646962,7,[11.0320363  77.05078642],C_7
Christopher Wilson,11.0277452,76.9602438,4,[11.03458701 76.96008318],C_4
Chris Bryant,10.995142,76.9580215,1,[10.99032947 76.94906085],C_1
Crystal Richardson,11.0392331,76.9983531,5,[11.06430224 77.0049296 ],C_5
Antonio Castillo,11.0622017,76.9319329,4,[11.03458701 76.96008318],C_4
Jacqueline Robertson,11.0525846,77.07382,7,[11.0320363  77.05078642],C_7
David Bowman,10.9913197,76.9419829,1,[10.99032947 76.94906085],C_1
Michael Bauer,11.0291801,77.0019091,2,[11.00793952 77.00711148],C_2
George Ellison,10.9912705,76.9581988,1,[10.99032947 76.94906085],C_1
Mary Montgomery,10.9836946,76.9639456,1,[10.99032947 76.94906085],C_1
Steven Ward,10.9034367,76.9631733,0,[10.90632173 76.96935831],C_0
Morgan Fernandez,11.0134335,76.9281146,3,[11.02518256 76.91014288],C_3
Jesus Martin,11.0561968,77.0150107,5,[11.06430224 77.0049296 ],C_5
Lynn Guzman,10.9916213,76.9438833,1,[10.99032947 76.94906085],C_1
Connie Buck,10.9041063,76.9989178,0,[10.90632173 76.96935831],C_0
Michelle Ayala,11.030974,76.8898719,3,[11.02518256 76.91014288],C_3
Nicole Howard,11.04422,76.9420204,4,[11.03458701 76.96008318],C_4
Jason Ho,11.0045953,77.0348325,2,[11.00793952 77.00711148],C_2
Jeremy Gray,10.996898,76.9963931,2,[11.00793952 77.00711148],C_2
Mike Smith,10.9778251,76.965148,1,[10.99032947 76.94906085],C_1
Adam Garrett,11.032505,76.9609003,4,[11.03458701 76.96008318],C_4
Jonathan Bauer,11.0217234,76.9163161,3,[11.02518256 76.91014288],C_3
Rick Gill,10.9549453,76.9915027,6,[10.95437625 76.97053033],C_6
Theodore Kelly,11.0475879,76.9749467,4,[11.03458701 76.96008318],C_4
Doris Williams,10.9556036,76.9504136,6,[10.95437625 76.97053033],C_6
Jose Pearson,10.9441202,76.9324366,6,[10.95437625 76.97053033],C_6
Ralph Bradley,11.0440981,77.0044323,5,[11.06430224 77.0049296 ],C_5
John Anderson,10.9852159,76.9996139,2,[11.00793952 77.00711148],C_2
Andrea Bennett,11.0255968,76.9604717,4,[11.03458701 76.96008318],C_4
Erik Clark,11.0508396,76.9846477,5,[11.06430224 77.0049296 ],C_5
Stephanie Mason,11.0250429,76.9589433,4,[11.03458701 76.96008318],C_4
Robert Odom,11.0382069,76.9732466,4,[11.03458701 76.96008318],C_4
William Soto,10.9478776,76.9338198,6,[10.95437625 76.97053033],C_6
Chad Adams,11.031705,76.8887038,3,[11.02518256 76.91014288],C_3
Timothy Haas,11.0160234,76.9833676,2,[11.00793952 77.00711148],C_2
Kevin Flores,11.0470131,76.960354,4,[11.03458701 76.96008318],C_4
Debbie Marquez,11.0165122,76.9852114,2,[11.00793952 77.00711148],C_2
Courtney Wells,10.9657167,76.9471636,1,[10.99032947 76.94906085],C_1
Darren Jackson,11.0782236,77.0377412,5,[11.06430224 77.0049296 ],C_5
Justin Cervantes,10.9970508,76.9971214,2,[11.00793952 77.00711148],C_2
Maria Johnson,10.9938453,77.0103398,2,[11.00793952 77.00711148],C_2
Calvin Nelson,11.028626,76.9534134,4,[11.03458701 76.96008318],C_4
Mark Kim,10.9994498,76.9969576,2,[11.00793952 77.00711148],C_2
Cynthia Haynes,11.021621,76.9509437,4,[11.03458701 76.96008318],C_4
James Marks,11.0543489,77.0631857,7,[11.0320363  77.05078642],C_7
Mr. Gregory Banks,10.9821894,76.9668408,1,[10.99032947 76.94906085],C_1
Adam Griffin,11.0186,76.9204717,3,[11.02518256 76.91014288],C_3
Jamie Webb,11.0499076,76.9837696,5,[11.06430224 77.0049296 ],C_5
James Green,11.0441456,77.0488825,7,[11.0320363  77.05078642],C_7
Chad Williams,11.0073538,76.9450924,1,[10.99032947 76.94906085],C_1
Kim Perez,11.0193519,76.9767274,4,[11.03458701 76.96008318],C_4
Joseph Zimmerman,11.0483158,76.959023,4,[11.03458701 76.96008318],C_4
Amanda Howard,11.008207,77.0024854,2,[11.00793952 77.00711148],C_2
Danielle Carroll,11.024153,76.8935208,3,[11.02518256 76.91014288],C_3
Dean Peters,10.9445172,76.9303266,6,[10.95437625 76.97053033],C_6
Katherine Simmons,11.0135331,76.9458743,1,[10.99032947 76.94906085],C_1
Melissa Johnson,11.0625185,76.9912168,5,[11.06430224 77.0049296 ],C_5
Ryan Frazier,10.9665759,76.9471315,1,[10.99032947 76.94906085],C_1
Donna Hansen,10.913923,76.9484814,0,[10.90632173 76.96935831],C_0
Antonio Rice,11.0121384,77.0014391,2,[11.00793952 77.00711148],C_2
Danny Hunter,11.0559435,77.0192121,5,[11.06430224 77.0049296 ],C_5
Alicia Boone,11.0411035,76.9979946,5,[11.06430224 77.0049296 ],C_5
Jonathan Johnson,11.0429653,76.9803833,4,[11.03458701 76.96008318],C_4
Michael Allen,11.0231407,76.9432917,4,[11.03458701 76.96008318],C_4
Mrs. Lisa Fischer PhD,11.0237736,76.9441582,4,[11.03458701 76.96008318],C_4
Patty Brown,11.0494267,77.0389519,7,[11.0320363  77.05078642],C_7
Raymond Valenzuela,10.9567083,76.9139574,1,[10.99032947 76.94906085],C_1
Paul Lyons,10.9949435,76.957822,1,[10.99032947 76.94906085],C_1
John Morton,11.0168814,76.9653468,4,[11.03458701 76.96008318],C_4
Rebecca Herrera,11.0103838,77.0318753,2,[11.00793952 77.00711148],C_2
Andre Rivers,11.0315295,76.8890645,3,[11.02518256 76.91014288],C_3
Amanda Craig,10.9977023,76.9922363,2,[11.00793952 77.00711148],C_2
Xavier Doyle,11.030542,76.9659975,4,[11.03458701 76.96008318],C_4
Rachel Floyd,10.9907738,76.9551236,1,[10.99032947 76.94906085],C_1
Nicole Blankenship,10.9616323,76.9784709,6,[10.95437625 76.97053033],C_6
John Harvey,11.0359365,76.9616313,4,[11.03458701 76.96008318],C_4
George Walker,11.0751464,77.0022435,5,[11.06430224 77.0049296 ],C_5
Andrew Stephenson,10.9913455,76.9499919,1,[10.99032947 76.94906085],C_1
Joe Rowland,11.0327985,76.9897083,4,[11.03458701 76.96008318],C_4
April Rivera,10.9639296,76.9852094,6,[10.95437625 76.97053033],C_6
James Morgan,10.9778154,76.9958422,2,[11.00793952 77.00711148],C_2
Vanessa Hooper,11.0174143,76.9095861,3,[11.02518256 76.91014288],C_3
Jeffrey Mooney,11.031951,76.9233964,3,[11.02518256 76.91014288],C_3
Eugene Kirby,11.0097233,77.0306209,2,[11.00793952 77.00711148],C_2
Kaitlyn Soto,11.0189557,76.987886,2,[11.00793952 77.00711148],C_2
Leonard Smith MD,11.061984,76.9547629,4,[11.03458701 76.96008318],C_4
Laura Cole,10.9913807,76.9533665,1,[10.99032947 76.94906085],C_1
Kenneth Buchanan,11.059805,76.972091,4,[11.03458701 76.96008318],C_4
Jesus Gilbert,11.0177618,76.9866281,2,[11.00793952 77.00711148],C_2
Sean Little,11.0558648,77.063673,7,[11.0320363  77.05078642],C_7
Blake Mills,10.9477525,76.9722879,6,[10.95437625 76.97053033],C_6
Jesse Smith,10.9562733,76.988535,6,[10.95437625 76.97053033],C_6
Veronica Smith,11.0968227,77.0191557,5,[11.06430224 77.0049296 ],C_5
Sarah Sanders,11.043801,76.9256605,3,[11.02518256 76.91014288],C_3
Terry Griffith,10.9938242,76.9882089,2,[11.00793952 77.00711148],C_2
Lindsey Mcgrath PhD,10.9529837,76.9602318,6,[10.95437625 76.97053033],C_6
Chad Bishop,11.0479201,76.9889307,5,[11.06430224 77.0049296 ],C_5
Cynthia Holt,11.0034901,76.992614,2,[11.00793952 77.00711148],C_2
Laurie Howe,10.9869858,76.9459238,1,[10.99032947 76.94906085],C_1
Robert Lopez,11.0102827,77.0070815,2,[11.00793952 77.00711148],C_2
Tonya Martin,11.0318493,76.9278748,3,[11.02518256 76.91014288],C_3
Jennifer Richardson,10.8824278,76.9920988,0,[10.90632173 76.96935831],C_0
Levi Simon,10.961965,76.9486887,6,[10.95437625 76.97053033],C_6
Meghan Moore,10.9940332,76.9582035,1,[10.99032947 76.94906085],C_1
Aaron Duarte,11.0024826,76.9516031,1,[10.99032947 76.94906085],C_1
Terry Myers,11.1021823,76.9966528,5,[11.06430224 77.0049296 ],C_5
Lisa Burch,11.0293965,76.9294482,3,[11.02518256 76.91014288],C_3
Janet Fisher,11.0605957,77.0023831,5,[11.06430224 77.0049296 ],C_5
Jessica Ramirez,10.9901679,76.9592107,1,[10.99032947 76.94906085],C_1
Duane Powell,11.0788063,77.0366298,5,[11.06430224 77.0049296 ],C_5
Gregory Hodges,11.0544757,77.063189,7,[11.0320363  77.05078642],C_7
Lisa Anderson,11.0395555,76.9284464,3,[11.02518256 76.91014288],C_3
Veronica Hudson,10.9955522,77.0010403,2,[11.00793952 77.00711148],C_2
Anthony James,11.0244726,76.9844946,4,[11.03458701 76.96008318],C_4
Kathleen Harrison,10.9965171,76.9959129,2,[11.00793952 77.00711148],C_2
Cynthia Willis,11.0412236,76.9985565,5,[11.06430224 77.0049296 ],C_5
Jesus Hernandez,10.9282324,76.9847886,0,[10.90632173 76.96935831],C_0
Sandra Brown,11.0662057,77.0012447,5,[11.06430224 77.0049296 ],C_5
John Marshall,10.9964239,76.9408977,1,[10.99032947 76.94906085],C_1
Heather Lewis,11.0414365,77.0034677,5,[11.06430224 77.0049296 ],C_5
James Herring,10.9919572,76.9606551,1,[10.99032947 76.94906085],C_1
Joshua Summers DVM,11.0091622,77.0526687,7,[11.0320363  77.05078642],C_7
Andrea Elliott,11.0325759,76.8876329,3,[11.02518256 76.91014288],C_3
Jonathan Fuller,11.0116461,77.0061188,2,[11.00793952 77.00711148],C_2
Ronald Crawford,11.0154643,76.9658254,4,[11.03458701 76.96008318],C_4
Becky Rivera,11.064202,76.9837526,5,[11.06430224 77.0049296 ],C_5
David Saunders,11.0283193,76.9007388,3,[11.02518256 76.91014288],C_3
Brianna Hurley,11.0284034,76.9394256,4,[11.03458701 76.96008318],C_4
Kathy Johnson,10.9553189,76.990868,6,[10.95437625 76.97053033],C_6
Jason Harvey,10.99125,76.9438728,1,[10.99032947 76.94906085],C_1
Isabella Wade,11.0109652,76.9270341,3,[11.02518256 76.91014288],C_3
Christine Bennett,11.0470637,76.9281211,3,[11.02518256 76.91014288],C_3
Cynthia Zimmerman,10.9512811,76.9875754,6,[10.95437625 76.97053033],C_6
Dawn Joseph,10.959781,76.9828477,6,[10.95437625 76.97053033],C_6
John Evans,10.9582517,76.9824484,6,[10.95437625 76.97053033],C_6
Justin Caldwell,11.0051228,77.0352285,2,[11.00793952 77.00711148],C_2
Danielle Washington,10.9447525,76.9863109,6,[10.95437625 76.97053033],C_6
Wyatt Rose,11.0601444,76.9720961,4,[11.03458701 76.96008318],C_4
Richard Acosta,11.0521992,76.9457257,4,[11.03458701 76.96008318],C_4
Jordan Camacho,11.0307535,76.9915184,2,[11.00793952 77.00711148],C_2
Samuel Kim,10.993014,76.9426738,1,[10.99032947 76.94906085],C_1
Shawn Smith,11.0355756,76.9561795,4,[11.03458701 76.96008318],C_4
Penny Sheppard,11.0186924,76.9625092,4,[11.03458701 76.96008318],C_4
Amanda White,10.9924824,77.0111813,2,[11.00793952 77.00711148],C_2
Lori Stewart,11.040306,76.8923572,3,[11.02518256 76.91014288],C_3
Crystal Nguyen,11.051755,76.9606527,4,[11.03458701 76.96008318],C_4
Peggy King,11.0356608,76.955698,4,[11.03458701 76.96008318],C_4
Kelly Walker,11.0288381,76.9973852,2,[11.00793952 77.00711148],C_2
Todd Massey,11.0708351,76.9991738,5,[11.06430224 77.0049296 ],C_5
Mario Villarreal,11.043948,76.9388209,4,[11.03458701 76.96008318],C_4
Adam Hernandez,10.9478326,76.9335382,6,[10.95437625 76.97053033],C_6
Jennifer Peterson,11.0096663,77.0025121,2,[11.00793952 77.00711148],C_2
Curtis Olsen,10.9898927,76.9593153,1,[10.99032947 76.94906085],C_1
Linda Flowers,10.9868199,76.9400975,1,[10.99032947 76.94906085],C_1
Alan Johnson,11.0281355,77.018212,2,[11.00793952 77.00711148],C_2
Kristin Johnson,10.9484535,76.9552169,6,[10.95437625 76.97053033],C_6
Richard Ramirez,11.0171532,76.9659262,4,[11.03458701 76.96008318],C_4
Wanda Williams,11.0646224,76.944491,4,[11.03458701 76.96008318],C_4
Sarah Garcia,11.0332308,76.9312468,3,[11.02518256 76.91014288],C_3
Jenna Atkinson,11.0169518,76.9855099,2,[11.00793952 77.00711148],C_2
Casey Parker,11.008921,77.0522893,7,[11.0320363  77.05078642],C_7
Austin Wells,11.026214,77.0195462,2,[11.00793952 77.00711148],C_2
Carl Graham,10.9997322,76.9550923,1,[10.99032947 76.94906085],C_1
Stacy Ho,10.9968583,76.9576095,1,[10.99032947 76.94906085],C_1
Lisa Jefferson,11.0384463,76.9263749,3,[11.02518256 76.91014288],C_3
Roy Smith,10.9958806,76.9310212,1,[10.99032947 76.94906085],C_1
Jeffery Hooper,11.0362955,77.0378826,7,[11.0320363  77.05078642],C_7
Jennifer Mccormick,11.0352128,76.9068698,3,[11.02518256 76.91014288],C_3
Michaela Mason,11.0056944,76.9490025,1,[10.99032947 76.94906085],C_1
John Cooper,10.952677,76.979419,6,[10.95437625 76.97053033],C_6
Michael Gonzales,11.0126299,76.997247,2,[11.00793952 77.00711148],C_2
George Braun,10.9774503,76.9632545,1,[10.99032947 76.94906085],C_1
Blake Quinn,10.9913455,76.9499919,1,[10.99032947 76.94906085],C_1
Donna Perry,10.9711103,76.8892703,3,[11.02518256 76.91014288],C_3
Kenneth Harris DDS,10.9889147,76.9685613,1,[10.99032947 76.94906085],C_1
Jonathan Olson,10.9532902,76.9603287,6,[10.95437625 76.97053033],C_6
Brittany Wood,10.9941042,76.9903928,2,[11.00793952 77.00711148],C_2
Paul Velez,10.9058293,76.9652424,0,[10.90632173 76.96935831],C_0
Jennifer Baker,11.0192433,77.022602,2,[11.00793952 77.00711148],C_2
Melissa Obrien,11.0553736,77.0646702,7,[11.0320363  77.05078642],C_7
Julia Crosby,10.9971986,76.9964624,2,[11.00793952 77.00711148],C_2
Megan Garcia,11.0158894,76.9839283,2,[11.00793952 77.00711148],C_2
Alexander Jones,11.0401557,77.0405448,7,[11.0320363  77.05078642],C_7
Sarah Carrillo,11.0278428,76.9037381,3,[11.02518256 76.91014288],C_3
Lawrence Lane,10.9926646,76.9409109,1,[10.99032947 76.94906085],C_1
Jennifer Stevenson,10.9543597,76.9927981,6,[10.95437625 76.97053033],C_6
Teresa Mason,11.0103003,77.049025,7,[11.0320363  77.05078642],C_7
Perry Lee,10.9666469,76.9789615,6,[10.95437625 76.97053033],C_6
Sharon Giles,11.0247974,77.0008648,2,[11.00793952 77.00711148],C_2
Jordan Price,11.0374605,76.9803015,4,[11.03458701 76.96008318],C_4
Justin Chaney,11.0831547,76.9831935,5,[11.06430224 77.0049296 ],C_5
Heather Gonzales,11.0284682,76.9708685,4,[11.03458701 76.96008318],C_4
Christine Hanna,11.0255535,76.9346851,3,[11.02518256 76.91014288],C_3
Christina Harris,10.9658786,76.9533909,6,[10.95437625 76.97053033],C_6
Kristina Zimmerman,11.0266382,76.9318918,3,[11.02518256 76.91014288],C_3
Jennifer Brown,10.9763949,77.0274813,2,[11.00793952 77.00711148],C_2
Michael Hale,10.992033,76.9557142,1,[10.99032947 76.94906085],C_1
Linda Torres,11.0142013,77.0637831,7,[11.0320363  77.05078642],C_7
Ronald Shields,11.0273115,76.994899,2,[11.00793952 77.00711148],C_2
David Berry,10.9571943,76.9573435,6,[10.95437625 76.97053033],C_6
Joseph Smith,11.0328626,76.9296097,3,[11.02518256 76.91014288],C_3
Andrea Lopez,11.0425679,77.0406029,7,[11.0320363  77.05078642],C_7
Sheila Mccoy,11.0108139,77.0073981,2,[11.00793952 77.00711148],C_2
Erika Jones,11.0030295,77.0232693,2,[11.00793952 77.00711148],C_2
Brandon Murphy,11.0288416,76.9253484,3,[11.02518256 76.91014288],C_3
Cynthia Johnson MD,11.0289983,76.9465598,4,[11.03458701 76.96008318],C_4
Evan Short,11.0131337,77.0346473,7,[11.0320363  77.05078642],C_7
Anita Wagner,11.0264172,77.0197629,2,[11.00793952 77.00711148],C_2
Jason Baxter,11.0118016,76.9249369,3,[11.02518256 76.91014288],C_3
Erin Taylor,10.9649189,76.9867453,6,[10.95437625 76.97053033],C_6
Marc Strickland,11.0383106,76.9910895,5,[11.06430224 77.0049296 ],C_5
Shawna Ashley,11.0036279,76.9503807,1,[10.99032947 76.94906085],C_1
Sandra Nielsen,11.0233957,76.963896,4,[11.03458701 76.96008318],C_4
Dr. Connie Hubbard,11.0539976,77.0235095,5,[11.06430224 77.0049296 ],C_5
Christina Jones,10.9740297,77.0292593,2,[11.00793952 77.00711148],C_2
Brian Carpenter,11.0560625,77.0648369,7,[11.0320363  77.05078642],C_7
Jeffrey Gilbert,11.0154123,76.9847198,2,[11.00793952 77.00711148],C_2
Christina Huynh,11.0546533,77.0439246,7,[11.0320363  77.05078642],C_7
Chelsea Wilson,11.0560442,77.0635905,7,[11.0320363  77.05078642],C_7
Henry Wilson,11.0519871,77.0145354,5,[11.06430224 77.0049296 ],C_5
Kenneth Goodman,11.0518595,76.9835547,5,[11.06430224 77.0049296 ],C_5
Andrew Wilkerson,10.9951638,76.9580665,1,[10.99032947 76.94906085],C_1
Christine Blackburn,11.0214612,77.0182878,2,[11.00793952 77.00711148],C_2
Brittney Jones,10.9893265,76.9635416,1,[10.99032947 76.94906085],C_1
Brian Lopez PhD,10.976439,76.9167835,1,[10.99032947 76.94906085],C_1
Paige Jackson,11.0262382,76.9730933,4,[11.03458701 76.96008318],C_4
Kenneth Ryan,10.9084587,77.006207,0,[10.90632173 76.96935831],C_0
Melvin Miller,10.9964724,76.9588655,1,[10.99032947 76.94906085],C_1
David Reeves,10.9581434,76.9778465,6,[10.95437625 76.97053033],C_6
Tabitha Jenkins,11.0650433,76.9412533,4,[11.03458701 76.96008318],C_4
William Stewart,10.9466519,77.0074863,6,[10.95437625 76.97053033],C_6
Catherine Moyer,11.0392503,76.9240695,3,[11.02518256 76.91014288],C_3
Emily Byrd,11.0054467,77.0305433,2,[11.00793952 77.00711148],C_2
Zachary Miller,11.0268657,76.9861732,4,[11.03458701 76.96008318],C_4
Jamie Harris,11.0302799,77.0043101,2,[11.00793952 77.00711148],C_2
Jacqueline Hall,10.9960529,76.987039,2,[11.00793952 77.00711148],C_2
Todd Hernandez,11.0142534,77.018707,2,[11.00793952 77.00711148],C_2
Shelby Gates,10.9827063,76.934954,1,[10.99032947 76.94906085],C_1
Crystal Fischer,11.0199044,77.0186443,2,[11.00793952 77.00711148],C_2
Susan Cook,11.0541564,77.0234623,5,[11.06430224 77.0049296 ],C_5
Catherine Lane,11.0385977,77.0375561,7,[11.0320363  77.05078642],C_7
Billy Brooks,11.034747,76.9229884,3,[11.02518256 76.91014288],C_3
James Bautista,11.0218832,76.9592365,4,[11.03458701 76.96008318],C_4
Jessica Pratt,10.9977495,76.9923016,2,[11.00793952 77.00711148],C_2
Veronica Flynn,10.9381183,76.948295,6,[10.95437625 76.97053033],C_6
Michelle Smith,11.0171532,76.9659262,4,[11.03458701 76.96008318],C_4
Erin Horton,11.047464,76.9713565,4,[11.03458701 76.96008318],C_4
Rachael Mitchell,10.9616945,76.9715986,6,[10.95437625 76.97053033],C_6
Amy Vega,10.9461994,76.9840901,6,[10.95437625 76.97053033],C_6
Susan Gilbert,11.0452339,77.0138892,5,[11.06430224 77.0049296 ],C_5
Natalie Logan,10.9903369,76.965509,1,[10.99032947 76.94906085],C_1
Charles Braun,11.0271378,76.9622079,4,[11.03458701 76.96008318],C_4
Tiffany Nicholson,11.0404527,77.0004866,5,[11.06430224 77.0049296 ],C_5
Pamela Phillips,11.0294741,77.0365514,7,[11.0320363  77.05078642],C_7
Thomas Simon,11.0454066,76.9573624,4,[11.03458701 76.96008318],C_4
Stacy Smith,11.0121596,77.0022001,2,[11.00793952 77.00711148],C_2
Brent Berger,10.9644559,76.985205,6,[10.95437625 76.97053033],C_6
Adam Dunn,11.0050361,76.9927332,2,[11.00793952 77.00711148],C_2
Molly Barry,11.0548261,77.0584884,7,[11.0320363  77.05078642],C_7
Shannon Rose,10.994099,76.9579299,1,[10.99032947 76.94906085],C_1
Matthew Vaughan,11.0987776,77.0172193,5,[11.06430224 77.0049296 ],C_5
Linda Davis,10.9953061,76.9963438,2,[11.00793952 77.00711148],C_2
Heidi Moore,11.075044,77.0036221,5,[11.06430224 77.0049296 ],C_5
Karen Hammond,10.9422506,76.9379337,6,[10.95437625 76.97053033],C_6
Kelsey Parker,10.9898382,76.9498124,1,[10.99032947 76.94906085],C_1
Melissa Gonzalez,11.0226955,76.9434675,4,[11.03458701 76.96008318],C_4
