ClientName,Latitude,Longitude
Sharon Zamora,11.0370948,76.8911254
Jon Gomez,10.9310987,76.9718404
Natasha Mcguire,11.0238146,76.9879672
Kayla Webster,11.1099242,77.0119678
Jessica Rivera,10.90411,76.998725
Jessica Stevens,11.1134109,77.0292056
Thomas Livingston,10.920769,76.9760074
Laurie Mcconnell,11.0344017,76.9560081
Daniel Singh,11.0246596,76.9626852
Tina Anderson PhD,11.0520112,76.9300617
Ruben Price,11.0143294,77.0203353
Jeffrey Gardner,11.0230117,76.8810883
Jamie Bailey,11.0148995,77.0166424
William Fox,11.0448463,76.9436175
Juan York,11.0452782,76.9392026
Jeremy Davis,11.0205632,77.0183785
Susan Austin,11.0544478,77.04345
Cassandra Gilbert,10.9923829,76.9523257
Kenneth Hill,11.0110763,76.9434959
Heather Bradley,10.9650241,76.9868727
Kyle Carrillo,11.0464795,76.9932802
Sharon Flores,10.9616662,76.8160339
Lisa Mcmillan,11.0173509,76.9866463
Rebecca Osborne,11.0216102,76.9163098
Chad Lee,10.9408323,76.9859468
Jaime Robbins,10.9526556,76.9649171
Allison Campos,11.0493125,76.98073
Joel Lewis,11.0400882,76.9359969
Matthew Wilkinson,11.0245389,76.9846518
Martha Perry,10.9509714,76.9806613
Emily Palmer,11.0923489,77.0182992
Kevin Valentine,10.9468411,76.9414189
Sherry Mckay,11.0154575,76.9839317
Judy Spears,11.0234686,77.0218321
James Williams,11.0568336,76.9682941
Sandra Scott,11.0579476,77.0052418
Carla Mendoza,11.006654,77.013118
Terry Jensen,10.9691217,77.0120233
Jessica Nguyen,11.0344194,76.9660662
Stacy Harrington,11.0465347,76.9990997
Stephanie Flores,11.0147267,77.0186416
Corey Grimes,11.0298551,76.9802505
Jeffrey Gray,11.0032654,77.0497696
Robert Dyer,10.989387,76.9414934
Ralph Rojas,10.9587803,76.9833046
Eric Soto,11.0094247,76.9922426
Joseph Mora,11.0105534,77.0052558
Emily West,11.0279668,76.9602849
Gregory White,10.9907807,76.9916976
Marco George,11.0551761,77.0658752
Johnathan White,11.0592265,76.9598479
Jerry Gillespie,10.9771831,77.0339798
Elizabeth Moore,11.0791878,77.0041662
Brenda Hall,11.0233558,76.9087624
Rhonda Gonzalez,11.060647,76.948742
Jennifer Curtis,11.0383114,76.9250246
Ashley Spencer,11.0309856,76.9308921
Mallory Adams,11.0344902,76.9669965
Charles Rose,11.0172636,76.9630095
Alicia Roy,11.0446053,76.9385395
Keith Kirk,11.0290381,76.9717145
Bryan Walsh,11.0264068,76.98982
William Rollins,11.0178451,76.9659262
Elizabeth Gonzalez MD,11.0286653,76.9936458
Nicole Lang,10.9586699,76.9771805
Brandi Cook,10.952307,76.9570832
Jordan Miles,11.0630182,76.9099125
Keith Crawford,10.9959867,77.0272183
Joseph Watkins,10.9945723,76.9313098
Tyler Dawson,10.9954761,76.9962579
Audrey Singh,11.0453158,76.9790492
Brandy Moreno,10.9102692,76.948555
Jordan Harris,11.021543,76.9507289
Kelly Harrison,10.9870063,76.9416374
Melissa Lee,11.0146153,76.9234494
Dean Morris,10.9970196,76.9926134
Andre Hurst,11.0031457,77.0499165
Betty Barrett,11.0338594,77.0377887
Steven Martin,10.9763173,76.9642105
Yvonne Bowman,11.0427285,76.9434911
Kevin Brown,11.0309646,76.9868273
Brooke Collier,11.0421628,77.0026751
Jonathan Gonzales,10.9537984,76.9729703
Tony Strickland MD,11.046278,76.9522645
Tristan Lee,10.9959805,77.0272839
Kelly Webb,11.0386428,76.9251157
Thomas Moore,11.025785,76.9695046
Brent Hansen,11.034456,76.9577855
Jennifer York,10.9942525,76.958094
Jason Wood,10.9952425,76.9402844
George Holder,11.040023,76.936506
Jason Owen,10.9947909,76.9299523
Karen Taylor,10.9938885,76.9575447
Sheryl Santos,11.0624472,76.9946497
Patrick Harris,10.9676317,76.978736
Christopher Davis,11.0285657,76.9559364
Tiffany Thomas,11.0303394,76.9990122
Erica White,11.0025938,76.9515126
Jill Martin,11.031845,76.9243
Jessica Brock,11.0655411,76.9470883
Christopher Moon,11.0351846,76.9373313
Maria Hansen,11.01264,77.0091514
Albert Clark,11.0179685,76.9715867
Catherine Vasquez,11.0013746,77.0431572
Megan Cortez,10.994825,76.9970322
Daniel Boyd,10.9878742,76.9384299
Scott Leblanc,11.007744,77.02843
Jonathan Bell,11.0980206,77.0183863
Michelle Hawkins,10.9999956,76.991837
Philip Page,11.0303402,76.8911904
Jacob Mitchell,11.0374758,76.9800951
Carol Wilson,10.9426657,76.9853492
John House,11.0539036,77.0365983
Sarah Arellano,10.9571884,76.9787811
Sheila French,10.940375,76.9747875
Clayton Savage,11.0031743,77.040044
Debbie Martinez,11.0025525,76.9585715
Brian Estes DVM,11.0768539,77.0557285
Joseph Quinn MD,11.026817,76.9486131
Glenn Martinez,11.0111019,76.9435112
Erin Nash,11.0090486,77.0485899
Deanna Goodman,10.9992272,76.9510877
Joshua Santiago,10.9603317,76.9726536
Joshua Mccoy,11.0026516,76.9543371
Madison Sweeney,11.0095954,77.0402199
Patrick Davis,11.0803528,77.0026688
Julia West,11.0463603,77.0523665
Christopher Blair,11.0286941,76.8968375
Shelley Miller,11.0049251,77.0350822
Jody Oliver,11.0592505,76.9826107
Anthony Wagner,11.0131624,77.0104903
Douglas Rodriguez,10.9878881,76.9350537
Joshua Romero,11.0288229,76.958877
Katherine Lyons,11.0065854,76.9959367
Michelle Stuart,11.0319554,76.9784429
Alexander Cook,10.9506113,76.9535191
Charles Reyes,10.9947845,76.9934315
Crystal Sims,11.0459951,76.9369999
Katrina Henry,11.0743911,76.9419614
Jonathan Smith,10.9873192,76.9355935
Melissa Vaughn,10.9934395,76.9581597
Helen Thomas,11.0407951,76.9967496
Jordan Matthews,11.0257702,76.9714736
Ralph Thompson,10.9988945,76.9415919
Laura Eaton,11.033083,77.006442
Robert York,10.9464981,76.9735639
Amanda Hicks,11.0120544,77.0039768
Willie Reed,10.9557622,76.9735291
Jeremy Preston,11.0489578,76.9411307
Kelly Sullivan DVM,10.9717713,76.9697271
Lindsey Lee,11.0975378,77.0193758
Dennis Powell,11.0464026,76.9522127
Patricia Deleon,11.010002,76.9258763
Alexander Bell,10.9616184,76.8159359
Timothy Robbins,11.0393383,76.9745157
Joseph Mahoney,10.9915084,76.9937271
Erin Wilson,11.0436161,76.99785
Tyrone Williams,11.0367136,77.0377058
Yvonne Mccullough,11.0400675,76.9677265
Carla Aguirre,10.9662063,76.9492359
Bonnie Ramirez,11.006299,77.0301357
Jerry Blankenship,11.006808,77.0126508
Cassandra Johnson,11.0227127,76.9434641
Taylor Wagner,10.981806,77.0333048
Katherine Morrison,11.0774969,77.0041238
Courtney Whitehead,11.0452922,77.0031998
Brandon Fields,10.9896864,76.9655449
Paul White,10.9912997,76.9386181
Kelly Williams,11.0376745,76.9360106
Christopher Johnson,10.9994645,76.9992339
Jenna Simmons,10.9503211,76.8839652
Gary Stevens,10.9960338,77.0272735
Sherri Cooke,11.0369224,76.9252062
Maurice Fitzgerald,11.0466275,77.0519218
Barbara Webster,11.0419242,77.0022334
Richard Flynn,11.019235,76.9759883
Kristine Ramos,11.007504,77.0496798
Ryan Patel,11.0032627,77.0495454
Mr. Ryan Chavez,10.981181,77.0336891
Brian Martinez,11.0524512,77.0147307
Vanessa Smith,11.0185989,76.9782426
Teresa Williams,10.9892567,76.9551461
Ronald Mitchell,11.0104588,76.9915342
Mary Stout,11.0536743,76.9927184
Ethan Gross,11.0104565,77.0325497
Shaun Torres,11.0380696,76.9678725
George Cruz,10.9948124,76.9907595
James Bailey,11.0392535,76.98385
Ronald Jones,11.0078911,77.0150406
Melissa Dean,10.9675527,76.9789689
Renee Young,11.0003059,77.0343596
David Davis,11.0674786,77.0023064
Colton Bartlett,11.0078936,76.9122136
Samantha Hansen,11.0266219,76.9320114
James Vazquez,11.0394316,76.9996855
Elizabeth Williams,11.0055704,77.0266287
Rachel Johnson,11.017655,77.0264517
Sarah Henry,10.9564957,76.9789155
Jennifer Matthews,10.9965208,76.9960163
Alex Herrera,11.077256,77.00509
Shelby Lewis,10.9965185,76.9926995
Maria Reese,10.979254,77.0332697
Crystal Smith,10.9996292,76.9931557
Katelyn Sanchez,10.9720282,76.9702355
Jamie Singh,10.9425608,76.9784854
Cody Padilla,10.9934241,76.9581155
Brittany Ford,11.0031483,77.0498393
Karen Weber,11.0362293,76.9766161
Christopher Jimenez,11.0175947,76.9774625
Sara Brown,11.014347,76.9882747
James Morris,11.0290294,76.9991676
Brenda Gomez,11.0834536,76.9798999
Tracey Barber,11.061903,76.9546378
Lisa Gonzalez,10.9927857,76.9935375
Cody Brown,11.0503326,76.9844927
Claudia Richardson,11.0299159,76.8911636
Lisa Gray,10.998037,77.0302553
William Hamilton,10.9957645,76.957869
Erika Fritz,10.9528032,76.9537163
Courtney Leon,11.017193,76.9856258
Patrick Green,11.0509448,77.0669984
Becky Rowe,10.9318679,76.9498673
Terry Johnson,11.0471191,77.0570131
Edward Mullen,10.9944282,76.957419
Paul Ortiz,11.0262745,76.9592041
Janice Morton,10.9644206,76.988324
Terry Kim,11.0322875,76.930147
Allison Davis,11.032432,76.9527913
Michael Salinas,11.0269069,76.9595346
Amanda Flores,10.942647,76.9549149
Taylor Smith,11.0539999,76.9941522
Mary Lin,11.0452549,76.9393562
Christopher Savage,11.0040387,77.0344721
Bobby Whitehead,11.0007968,77.032471
Anthony Jordan,10.9946466,76.9703854
Ruben Pollard,11.0291292,76.960126
Holly Smith,11.0775439,77.0028286
Troy Herring,10.994208,76.9579875
Matthew Miller,10.9394655,76.947422
Craig Burnett,11.0377737,76.9226057
Ashley Salazar,10.9900273,76.9638579
Lori Miller,10.9642643,76.9852781
Sharon Harrison,10.9905208,76.9580048
Elizabeth Brown,11.029616,76.8935683
Michele Banks,11.052637,77.0738055
Victoria Smith,11.0223827,76.969853
Tina Mejia,11.0448214,76.9602636
Daniel Stephens,11.0610866,77.0087702
Jeffrey Hopkins,11.0287494,76.9585163
Alicia Mills,11.026747,76.943935
Hector Lopez,10.9865803,76.9494689
Carrie Sandoval,11.0258739,76.9425817
Robert Jackson PhD,10.9818367,76.9668096
Philip Brown,11.0312293,76.9867255
Michael Gray,11.0116299,77.0073273
Alice Kelly,11.0263315,76.9393779
Katie Lewis,11.0331636,76.9566438
Stephanie Gibbs,11.0186662,76.9856164
Maria Barrera,11.0002243,77.0335616
Kimberly Hill,11.0611044,76.9912729
Brian Wilson,11.0575061,77.0042737
Roberta Duncan,11.0403876,77.0034128
Christian Pace,10.9934682,76.943563
Katherine Lee,10.9552991,76.9720191
Sheila Howard,11.0143984,76.9806632
Jeffrey Clark,11.0063814,77.0222498
Jackie Cunningham,10.9562573,76.9723767
Mary Estes,10.93179,76.9719272
Karen Wilkinson,11.0729022,77.0181042
Kenneth Vega,11.0104367,77.0364522
Amy Floyd,11.0343638,76.964587
Samantha Ramos,11.0600551,76.9972835
Katie Smith,11.0312865,76.9964698
Angelica Reyes,11.0043304,76.9558176
Ellen Barrett,10.9588081,76.9283357
Eric Martinez,11.0579916,76.9921431
Rebecca Mitchell,11.0064727,77.0487735
William Stuart,11.0074636,77.048742
Donald Atkinson,10.994753,76.9935064
Julie Barnes,11.0572865,76.9357066
Ann Oliver,10.989516,76.9559756
Ronald Hart,10.9744487,77.028235
Raymond Dixon,11.0598576,76.9404684
Matthew Zimmerman,11.0534629,77.0451125
Andrea Olson,11.0230668,76.9780498
Justin Hopkins,11.0250254,76.9018202
Johnny Peterson,11.057222,77.0038638
William Douglas,11.0297358,76.9616135
Andrew Adams,11.0117608,76.9612454
Julie Mosley,11.0098517,77.0307964
Angel Phillips,10.9038464,76.9982626
Christopher Jacobson,11.005765,76.9319576
Carlos Martin,11.0252,76.9348134
Kathleen Zavala,10.9901444,76.9414405
Anthony Stafford,11.0203049,76.9731862
Gregory Bennett,11.0013207,76.9534089
Richard Leblanc,11.0466268,77.0517729
Renee Bailey,10.9567836,76.9869491
Stephen Thomas,11.0228276,77.0214105
Joanna Castillo,11.0275782,77.0338412
Shane Byrd,11.0280917,76.8811667
Rose Taylor,11.0185865,76.9856386
Lisa Johnson,11.0366424,76.9211113
Don Hall,11.0110763,77.0372607
Bryan Wood,10.9678071,76.9017293
Emily Romero,11.0263442,76.9393803
Gerald Clark,11.0277253,77.000899
Eileen Alexander,11.0400645,76.9360219
Brittany Vance,10.9644174,76.9802464
Derrick Horn,11.0525363,77.0745932
Kathryn Barron,10.9450671,76.9422863
Alyssa Payne,11.039961,77.0013672
Tara Padilla,11.0842021,77.0349456
Lisa Booth,10.9517409,76.9779819
Travis Burgess,11.0345776,76.9374119
Raven Sloan,10.9671817,76.9554533
Donald Murphy,10.94278,76.9862191
John Thompson,11.0412991,76.9990177
Rachel Stanley,11.0233325,76.9610342
Mr. Michael Mack,10.96198,76.9730467
Tara Huffman,11.0220142,76.961651
Kayla Robertson,10.9986245,76.9524342
Maureen Taylor,10.9974578,76.9575301
Margaret Kelley,10.9471031,76.9342079
Adrienne Wilson,10.9936414,76.9437511
Rebecca Knapp,11.0323789,76.8875386
Cynthia Bennett,11.0831404,76.9837326
Cory Gonzalez,11.0560777,77.0149473
Joshua Peters,11.0163517,76.9237365
Lauren Randall,10.9660734,76.913502
Todd Johnson,11.0276638,77.0004725
Thomas Turner,11.0179647,76.9867204
Shelby Gaines,10.9546606,76.9730723
Renee Clarke,10.9031642,76.9428623
Andrew Hill,11.0303365,76.9329821
Michael Allison,10.9966369,76.9577148
Ryan Castro,11.0287464,76.9609397
Gregory Carlson,11.0591423,77.0056404
Shannon Jimenez,11.0185195,77.0261425
Martin Mckenzie,11.0288818,76.9643959
Steven Carlson,11.0173522,77.0264841
Erin Reynolds,11.0018526,76.9507192
Kelly Gomez,11.0302925,76.9313696
John Jacobs,11.0213863,76.9518833
Chad Travis,11.0327885,76.92678
Kenneth Conner,11.0428638,76.9432532
Evan Cox,11.0378857,76.9854046
Jeremy Sanchez DDS,11.0474268,76.9989686
Frank Anderson,11.0224576,76.9677167
Michael Coleman,11.0344197,76.9677233
Billy Myers,10.9574683,76.9541783
Victoria Woodward,11.0307869,76.8850814
Jon Sullivan,11.0035526,76.9572947
Jaime Collins,11.0021809,77.0430473
Sara Washington,11.0453671,76.9401036
Craig Spencer,11.0030928,77.0499103
Timothy Murphy,10.9437181,76.9486561
Kimberly Morales,11.0093876,76.9271381
Teresa Mcguire,10.9940294,76.9572751
Ronald Perry,11.02237,76.9658883
Steven Carr,11.0114283,77.0279785
Dennis Hamilton,11.0213579,76.9103752
Patricia Barry,10.9606986,76.8987621
Andrea Krueger,11.0412718,76.9989563
Margaret Bryant,11.0418956,77.0011837
Aaron Rivera,10.9622992,76.9020209
Amanda Martinez,10.9721477,76.9715977
Tracy Smith,11.013865,76.9234609
Robert Alexander,10.9882557,76.970401
Paul Chambers,10.9753703,76.9956523
Lawrence Spears,11.0220638,76.978458
Elizabeth Peck,11.0535562,77.0399777
Caroline Martin,11.075441,77.0022702
Susan Cervantes,11.0371969,76.9703868
Chad Bailey,11.0602009,77.0026631
Anne Baker,11.0281029,76.9655293
Mary Hudson,10.999078,76.9921213
Bryan Frost,11.1131089,77.032528
Jeff Lawson,10.958945,76.9723514
Scott Castillo,10.9996047,76.9465583
Jacob Bautista,11.0317921,76.9875061
Audrey Vazquez,10.9918491,76.9911155
Benjamin Strickland,10.9937951,76.9582369
Kathleen Welch,11.0280056,76.9855913
Anthony Moran,10.9933488,76.9576948
Julia Bennett,10.9919894,76.9942809
David Velazquez,11.0452508,76.9391038
Breanna Mendoza,11.0224384,76.9085128
Steven Hall,11.0403264,76.9897428
Crystal Cowan,11.0282948,76.9396031
Lauren Rodriguez,11.0155953,77.0369744
Ronald Travis,10.9939127,76.9575087
Brianna Gross,11.1030424,76.9812371
Peggy Hubbard,11.0626771,77.0237555
Kelli Edwards,11.066138,76.9352525
Nathaniel Brown,11.0734038,77.0168002
Mary Esparza,10.9993781,77.0005293
Matthew Leach,11.0463731,77.0029082
Carrie Vargas,11.0106249,77.0335764
Sara Thomas,11.029107,76.9612831
Kristen Mcmahon,11.0135657,77.0643861
Jennifer Mejia,11.0070454,76.9130364
Katherine Chung,11.0026049,76.9584731
Cheryl Young,11.0106222,76.9260059
Ashley Schmidt,11.0446923,76.946662
Wendy Rodriguez,11.0397071,76.9356674
Miguel Luna,10.989678,76.9379984
Jay Duran,10.9668769,76.9724073
Ryan Love,11.0586297,76.997044
Bethany Curry,11.0365802,76.9735586
Nancy Sosa,10.9597794,76.9708762
William Swanson,10.9589534,76.971687
Ryan Hendrix,11.0642272,77.0513364
Cole Marsh,11.0417595,77.0005365
Alison Cox,11.0518436,76.9645101
Samantha Collins,11.0443296,77.0053118
Trevor Jordan,10.9594561,76.9822471
Stephanie Garcia,10.9544892,76.9922119
Jacob Stewart,10.9944077,76.9322028
Jasmin King,11.0049932,76.9584936
Hannah Garcia,11.021065,77.0182417
Tina Anderson,11.0212845,76.9817503
Leah Lynch,11.0082262,77.0024945
Paul Johnson,11.0132283,77.0203133
Erica Perez,11.0207965,77.0643115
Brian Frazier,10.9956332,76.9962861
Ronald Ferguson,11.0384275,77.0382196
Heather Edwards,10.9978297,77.0349271
Todd Callahan,11.0145211,77.0214878
Hayden Moore,11.0798549,77.039836
Joseph Woodward,11.082854,76.9855159
Kenneth Leonard,10.9988766,76.9921531
Anthony Blanchard DDS,10.9925782,76.9913436
Kimberly Lopez,11.0271226,76.9623864
Sandra Peters,10.9015435,76.9406101
Natalie Ford,10.9477117,76.9714967
Alan Knapp,11.0314985,76.9737801
Valerie Berg,11.0264232,76.9555984
James Mccoy,11.0078958,77.0151966
Robert Gonzalez,11.0057475,77.06793
Tracy Owens,11.0401341,76.9374786
Tiffany Garner,10.9752708,76.9954252
Bobby Williams,11.0048837,77.0349902
Audrey Hernandez,11.0160939,77.0184929
Robert Smith,11.0232078,76.8922681
Justin Taylor,10.9031283,76.9950517
Michael White,10.9475739,76.9403597
Eduardo Rivera,10.9484265,76.9773679
Timothy Hamilton,11.043336,77.0140895
Shawna Jenkins,11.0507452,77.010218
Kathleen Wheeler,10.9887722,76.9688778
Lawrence Garner,11.1140633,76.9922426
Matthew Hunter,11.0573461,76.9357485
Brittany Williamson,11.0275933,76.9693088
Jean Perez,10.9900596,76.9413387
Katie Phillips,11.0423187,76.9838256
Shelly Shaw,11.0001265,77.0359331
Sarah Burns,10.9581724,76.9137071
Andrew Robertson,11.0197286,77.0006618
Daniel Gill,11.017843,76.9245591
Jared Liu,11.0424095,77.0039505
Sara Landry,11.0294774,76.9064527
Scott Hale,11.0295792,76.8937059
Jose Ramirez,11.0401043,76.9372298
Valerie Terrell,10.9892295,76.9477106
Angel Cox,11.0596206,76.9402329
Brian Hood,11.0353455,76.9825406
Shelby Williams,11.0150546,76.9806922
Brandon Humphrey,11.0122212,76.9236034
Derrick Smith,10.9529402,76.9537318
Dawn Cole,10.9586221,76.9300985
Yvonne Howell,11.0118193,77.0024475
Tom Powers,10.9474878,76.9723649
Jordan Middleton,11.0445536,77.0050839
Christopher Pineda,11.0299221,76.8911841
Sharon Morris,10.9906932,76.9490565
Amber Parker,10.9718456,76.9684759
Daniel Jackson,11.0126313,76.9235518
Carl Garrison,11.0459874,76.9364946
Troy Crawford,11.0277659,76.9601743
Jennifer Christensen,11.0034908,77.0480265
Jeremy Shaffer MD,10.9696122,76.9731391
Kristi Ramirez,10.9461189,76.9737044
Lori Robinson,10.9945268,76.9879332
Jesse Martinez,10.9834207,76.9638715
Seth Payne,10.9879338,76.9379115
Marcus Brown,11.0039737,77.0446147
Kenneth Hernandez,11.0196661,76.9785518
Justin Simon,11.0187414,76.9856032
Christopher Thomas,10.9047648,76.9600422
Maureen Bass,10.9619313,76.9018549
Lori Taylor,11.0223283,77.0073273
Cindy Knox,11.0278356,76.967785
Darren Brown,11.0791546,77.0389622
Chad Bradley,10.9663038,76.9499209
Steven Bernard,10.9467808,76.9728102
Mary Lane,11.0628671,77.0116641
John Gross,10.9774711,77.0348063
Melissa Wolfe,11.0232949,76.914502
Donna Roman,11.0197496,76.9876538
Anita Shields,11.0158312,77.0378675
Mary Crosby,11.0323061,76.8877522
Kevin Hardy,11.0164067,76.9243633
Calvin Thomas,11.05722,77.041519
Amanda Cox,10.9541351,76.9739911
John Haynes,10.94688,76.9723883
Yvette Mitchell,11.039633,76.9549693
Sheila Ortiz,11.1090139,77.0249321
Joseph Boone,11.0244997,76.9648382
Ebony Walsh,11.027344,76.9601095
Carolyn Rios,10.9908899,76.9567935
Christopher Cowan,10.9066813,76.9957588
Mr. Wesley Lawrence,11.0403319,76.9817676
Kelly Riley,10.9529544,76.9534401
Laura Cunningham,10.9958781,76.953553
Alexander Lee,10.9959168,77.0271535
Kimberly Larson,11.0625268,77.048698
Shannon Martinez,11.031272,76.9307215
Kim White,11.054629,77.0646962
Christopher Wilson,11.0277452,76.9602438
Chris Bryant,10.995142,76.9580215
Crystal Richardson,11.0392331,76.9983531
Antonio Castillo,11.0622017,76.9319329
Jacqueline Robertson,11.0525846,77.07382
David Bowman,10.9913197,76.9419829
Michael Bauer,11.0291801,77.0019091
George Ellison,10.9912705,76.9581988
Mary Montgomery,10.9836946,76.9639456
Steven Ward,10.9034367,76.9631733
Morgan Fernandez,11.0134335,76.9281146
Jesus Martin,11.0561968,77.0150107
Lynn Guzman,10.9916213,76.9438833
Connie Buck,10.9041063,76.9989178
Michelle Ayala,11.030974,76.8898719
Nicole Howard,11.04422,76.9420204
Jason Ho,11.0045953,77.0348325
Jeremy Gray,10.996898,76.9963931
Mike Smith,10.9778251,76.965148
Adam Garrett,11.032505,76.9609003
Jonathan Bauer,11.0217234,76.9163161
Rick Gill,10.9549453,76.9915027
Theodore Kelly,11.0475879,76.9749467
Doris Williams,10.9556036,76.9504136
Jose Pearson,10.9441202,76.9324366
Ralph Bradley,11.0440981,77.0044323
John Anderson,10.9852159,76.9996139
Andrea Bennett,11.0255968,76.9604717
Erik Clark,11.0508396,76.9846477
Stephanie Mason,11.0250429,76.9589433
Robert Odom,11.0382069,76.9732466
William Soto,10.9478776,76.9338198
Chad Adams,11.031705,76.8887038
Timothy Haas,11.0160234,76.9833676
Kevin Flores,11.0470131,76.960354
Debbie Marquez,11.0165122,76.9852114
Courtney Wells,10.9657167,76.9471636
Darren Jackson,11.0782236,77.0377412
Justin Cervantes,10.9970508,76.9971214
Maria Johnson,10.9938453,77.0103398
Calvin Nelson,11.028626,76.9534134
Mark Kim,10.9994498,76.9969576
Cynthia Haynes,11.021621,76.9509437
James Marks,11.0543489,77.0631857
Mr. Gregory Banks,10.9821894,76.9668408
Adam Griffin,11.0186,76.9204717
Jamie Webb,11.0499076,76.9837696
James Green,11.0441456,77.0488825
Chad Williams,11.0073538,76.9450924
Kim Perez,11.0193519,76.9767274
Joseph Zimmerman,11.0483158,76.959023
Amanda Howard,11.008207,77.0024854
Danielle Carroll,11.024153,76.8935208
Dean Peters,10.9445172,76.9303266
Katherine Simmons,11.0135331,76.9458743
Melissa Johnson,11.0625185,76.9912168
Ryan Frazier,10.9665759,76.9471315
Donna Hansen,10.913923,76.9484814
Antonio Rice,11.0121384,77.0014391
Danny Hunter,11.0559435,77.0192121
Alicia Boone,11.0411035,76.9979946
Jonathan Johnson,11.0429653,76.9803833
Michael Allen,11.0231407,76.9432917
Mrs. Lisa Fischer PhD,11.0237736,76.9441582
Patty Brown,11.0494267,77.0389519
Raymond Valenzuela,10.9567083,76.9139574
Paul Lyons,10.9949435,76.957822
John Morton,11.0168814,76.9653468
Rebecca Herrera,11.0103838,77.0318753
Andre Rivers,11.0315295,76.8890645
Amanda Craig,10.9977023,76.9922363
Xavier Doyle,11.030542,76.9659975
Rachel Floyd,10.9907738,76.9551236
Nicole Blankenship,10.9616323,76.9784709
John Harvey,11.0359365,76.9616313
George Walker,11.0751464,77.0022435
Andrew Stephenson,10.9913455,76.9499919
Joe Rowland,11.0327985,76.9897083
April Rivera,10.9639296,76.9852094
James Morgan,10.9778154,76.9958422
Vanessa Hooper,11.0174143,76.9095861
Jeffrey Mooney,11.031951,76.9233964
Eugene Kirby,11.0097233,77.0306209
Kaitlyn Soto,11.0189557,76.987886
Leonard Smith MD,11.061984,76.9547629
Laura Cole,10.9913807,76.9533665
Kenneth Buchanan,11.059805,76.972091
Jesus Gilbert,11.0177618,76.9866281
Sean Little,11.0558648,77.063673
Blake Mills,10.9477525,76.9722879
Jesse Smith,10.9562733,76.988535
Veronica Smith,11.0968227,77.0191557
Sarah Sanders,11.043801,76.9256605
Terry Griffith,10.9938242,76.9882089
Lindsey Mcgrath PhD,10.9529837,76.9602318
Chad Bishop,11.0479201,76.9889307
Cynthia Holt,11.0034901,76.992614
Laurie Howe,10.9869858,76.9459238
Robert Lopez,11.0102827,77.0070815
Tonya Martin,11.0318493,76.9278748
Jennifer Richardson,10.8824278,76.9920988
Levi Simon,10.961965,76.9486887
Meghan Moore,10.9940332,76.9582035
Aaron Duarte,11.0024826,76.9516031
Terry Myers,11.1021823,76.9966528
Lisa Burch,11.0293965,76.9294482
Janet Fisher,11.0605957,77.0023831
Jessica Ramirez,10.9901679,76.9592107
Duane Powell,11.0788063,77.0366298
Gregory Hodges,11.0544757,77.063189
Lisa Anderson,11.0395555,76.9284464
Veronica Hudson,10.9955522,77.0010403
Anthony James,11.0244726,76.9844946
Kathleen Harrison,10.9965171,76.9959129
Cynthia Willis,11.0412236,76.9985565
Jesus Hernandez,10.9282324,76.9847886
Sandra Brown,11.0662057,77.0012447
John Marshall,10.9964239,76.9408977
Heather Lewis,11.0414365,77.0034677
James Herring,10.9919572,76.9606551
Joshua Summers DVM,11.0091622,77.0526687
Andrea Elliott,11.0325759,76.8876329
Jonathan Fuller,11.0116461,77.0061188
Ronald Crawford,11.0154643,76.9658254
Becky Rivera,11.064202,76.9837526
David Saunders,11.0283193,76.9007388
Brianna Hurley,11.0284034,76.9394256
Kathy Johnson,10.9553189,76.990868
Jason Harvey,10.99125,76.9438728
Isabella Wade,11.0109652,76.9270341
Christine Bennett,11.0470637,76.9281211
Cynthia Zimmerman,10.9512811,76.9875754
Dawn Joseph,10.959781,76.9828477
John Evans,10.9582517,76.9824484
Justin Caldwell,11.0051228,77.0352285
Danielle Washington,10.9447525,76.9863109
Wyatt Rose,11.0601444,76.9720961
Richard Acosta,11.0521992,76.9457257
Jordan Camacho,11.0307535,76.9915184
Samuel Kim,10.993014,76.9426738
Shawn Smith,11.0355756,76.9561795
Penny Sheppard,11.0186924,76.9625092
Amanda White,10.9924824,77.0111813
Lori Stewart,11.040306,76.8923572
Crystal Nguyen,11.051755,76.9606527
Peggy King,11.0356608,76.955698
Kelly Walker,11.0288381,76.9973852
Todd Massey,11.0708351,76.9991738
Mario Villarreal,11.043948,76.9388209
Adam Hernandez,10.9478326,76.9335382
Jennifer Peterson,11.0096663,77.0025121
Curtis Olsen,10.9898927,76.9593153
Linda Flowers,10.9868199,76.9400975
Alan Johnson,11.0281355,77.018212
Kristin Johnson,10.9484535,76.9552169
Richard Ramirez,11.0171532,76.9659262
Wanda Williams,11.0646224,76.944491
Sarah Garcia,11.0332308,76.9312468
Jenna Atkinson,11.0169518,76.9855099
Casey Parker,11.008921,77.0522893
Austin Wells,11.026214,77.0195462
Carl Graham,10.9997322,76.9550923
Stacy Ho,10.9968583,76.9576095
Lisa Jefferson,11.0384463,76.9263749
Roy Smith,10.9958806,76.9310212
Jeffery Hooper,11.0362955,77.0378826
Jennifer Mccormick,11.0352128,76.9068698
Michaela Mason,11.0056944,76.9490025
John Cooper,10.952677,76.979419
Michael Gonzales,11.0126299,76.997247
George Braun,10.9774503,76.9632545
Blake Quinn,10.9913455,76.9499919
Donna Perry,10.9711103,76.8892703
